player_id,player_name,position,team,p10,p25,p50,p75,p90,mean,p_10_plus,p_15_plus,p_20_plus,range_50,range_80,role_uncertainty,uncertainty,games_sample,same_team,team_change,rookie,prior_target_share,prior_rush_share,expected_team_pass_attempts,expected_team_rush_attempts,opponent,matchup_multiplier,matchup_source,opponent_points_allowed,league_points_allowed,calibration
00-0038115,Daniel Bellinger,TE,TEN,0.0,0.0,1.8715368642267936,4.055856276111891,6.588185370507463,2.715560115990381,0.04545,0.00925,0.00245,0.0–4.1,0.0–6.6,0.3264128786044923,low,50,0,1,0,0.0634056337151955,0.0002523081523567,33.529411764705884,22.235294117647054,NYJ,1.0605495677589356,prior_points_allowed,13.527219659550152,12.652930716937783,walk_forward_conformal
00-0040138,Jaylin Noel,WR,HOU,0.0,0.0265460810860863,1.799557779955312,5.474874158979563,9.62036112375073,2.7141876435721755,0.0335,0.00575,0.0008,0.0–5.5,0.0–9.6,0.2556085429367079,low,17,1,0,0,0.0603900680571931,0.0114541242513114,34.23529411764706,27.941176470588236,BUF,0.9272328471125204,prior_points_allowed,29.625305904804673,32.31249226456602,walk_forward_conformal
00-0040739,Elijah Arroyo,TE,SEA,0.0,0.0,1.75469481849926,3.907436449045715,6.693887175004007,2.6962831265150737,0.03845,0.00805,0.00165,0.0–3.9,0.0–6.7,0.2914607549814818,low,13,1,0,0,0.0786042825093887,0.0,28.294117647058822,29.823529411764707,NE,0.984477485506114,prior_points_allowed,12.428467516430583,12.652930716937783,walk_forward_conformal
00-0036422,Adam Trautman,TE,DEN,0.0,0.0,1.7582372281857543,3.8950166845362704,6.714522301016916,2.687971938631546,0.04155,0.00875,0.00205,0.0–3.9,0.0–6.7,0.105878246968936,low,65,1,0,0,0.0598039203699673,0.0,36.05882352941177,26.823529411764707,KC,0.9696707314250343,prior_points_allowed,12.21435456382414,12.652930716937783,walk_forward_conformal
00-0039041,Elijah Higgins,TE,ARI,0.0,0.0,1.6643969248614137,3.81833296951862,6.389759454588337,2.664185164042995,0.03485,0.007,0.0011,0.0–3.8,0.0–6.4,0.1025017336249979,low,43,1,0,0,0.0616020326052504,0.0,38.1764705882353,21.529411764705884,LAC,0.92,prior_points_allowed,11.119047230273091,12.652930716937783,walk_forward_conformal
00-0040078,Brashard Smith,RB,KC,0.0,0.1348866107251982,1.745948406242825,5.449633937162119,8.498302973729679,2.6441266919137,0.017,0.0016,0.0001,0.1–5.4,0.0–8.5,0.2593853872156538,low,17,1,0,0,0.0657833648792572,0.0910387234220475,34.35294117647059,25.294117647058822,DEN,0.9402587433682812,prior_points_allowed,20.41919418704331,21.913128667046664,walk_forward_conformal
00-0037755,Jelani Woods,TE,NYJ,0.0,0.0,1.69379492677879,3.7830899819507184,6.59622969758351,2.6159561042461466,0.03825,0.00705,0.00135,0.0–3.8,0.0–6.6,0.2934131375436885,low,14,1,0,0,0.077027667680839,0.0,29.058823529411764,26.823529411764707,TEN,0.9522576848897216,prior_points_allowed,11.963568600236764,12.652930716937783,walk_forward_conformal
00-0040184,KeAndre Lambert-Smith,WR,LAC,0.0,0.0,1.6651506681223094,5.139174346129837,10.043469134276773,2.5748259887424525,0.04115,0.01035,0.00205,0.0–5.1,0.0–10.0,0.3175458122606058,low,10,1,0,0,0.035577046542791,0.0,33.470588235294116,27.41176470588235,ARI,0.9825982148291386,prior_points_allowed,31.67081438543495,32.31249226456602,walk_forward_conformal
00-0039062,Jonathan Mingo,WR,DAL,0.0,0.0,1.9019647374706357,5.356234820593871,8.621015409834582,2.543084312549487,0.02,0.00185,0.00015,0.0–5.4,0.0–8.6,0.121953056802967,low,34,1,0,0,0.1006240545011905,0.0026252573781743,36.705882352941174,27.352941176470587,NYG,1.0550534495614758,prior_points_allowed,34.34254725068376,32.31249226456602,walk_forward_conformal
00-0039359,Cade Stover,TE,HOU,0.0,0.0,1.652537218076653,3.711346854878245,5.701456429593866,2.5343472793101047,0.0261,0.00375,0.0008,0.0–3.7,0.0–5.7,0.2172822376185927,low,20,1,0,0,0.0678474933990799,0.0081699346405228,34.23529411764706,27.941176470588236,BUF,0.92,prior_points_allowed,9.628544056415071,12.652930716937783,walk_forward_conformal
00-0040142,Kaleb Johnson,RB,GB,0.0,0.1358629514188027,1.5433153674760869,5.108920379433734,8.724472300734337,2.5263871969951763,0.0142,0.0021,0.0003,0.1–5.1,0.0–8.7,0.5273338875476088,medium,10,0,1,0,0.0074025974025973,0.1157109173004534,28.764705882352946,28.941176470588236,MIN,0.9281513034091582,prior_points_allowed,20.116426501204227,21.913128667046664,walk_forward_conformal
00-0039798,Isaiah Davis,RB,NYJ,0.0,0.1162629580100493,1.6779251924100913,5.317431753787481,7.745222999953364,2.495630531752074,0.0129,0.00095,5e-05,0.1–5.3,0.0–7.7,0.1352726502342168,low,29,1,0,0,0.0506914423093348,0.0989025063233682,29.058823529411764,26.823529411764707,TEN,0.970609371992099,prior_points_allowed,21.178164673225293,21.913128667046664,walk_forward_conformal
00-0039875,Ray Davis,RB,BUF,0.0,0.0,1.4165538224397631,4.972816974311608,9.01122662036478,2.47404618561144,0.01935,0.00375,0.00075,0.0–5.0,0.0–9.0,0.0967776597175111,low,34,1,0,0,0.0333357719354214,0.1382990885199377,29.11764705882353,32.1764705882353,HOU,0.9681956869318232,prior_points_allowed,21.117806261991262,21.913128667046664,walk_forward_conformal
00-0039912,Ben Sinnott,TE,WAS,0.0,0.0,1.5761350930584688,3.527222502050307,6.458723804270489,2.452906003781026,0.0357,0.0072,0.0012,0.0–3.5,0.0–6.5,0.2633492305362941,low,16,1,0,0,0.0553758343361291,0.0,27.58823529411765,28.470588235294116,PHI,0.92,prior_points_allowed,9.96604073968241,12.652930716937783,walk_forward_conformal
00-0040164,Jaylin Lane,WR,WAS,0.0,0.0,1.8668966260636697,5.2317567903573625,8.812185696585347,2.445074775462456,0.0254,0.0041,0.00035,0.0–5.2,0.0–8.8,0.280672722323003,low,15,1,0,0,0.0825557534387393,0.0021505376344086,27.58823529411765,28.470588235294116,PHI,0.966142776190683,prior_points_allowed,31.064032330489447,32.31249226456602,walk_forward_conformal
